NAME_(ENG),ALT NAMES,REF1,REF2,OBLAST,COUNTRY,IMGQUAL,ICAO,ICAOR,ICAOSRC,CAT,SIG,LATD,LATM,LATS,LOND,LONM,LONS,SRCLATLON (G=GoogleLowRes H=GoogleHighRes X=not found),ELEV1FT,ELEV1SRC,ELEV2FT,ELEV2SRC,ELEV3FT,ELEV3SRC,LAT,LON,MAG2010,R1L,R1W,R1DIMSRC (G=googlelowres H=googlehighres),R1HDG,R1NAM,R1SFC,R2LEN,R2WID,R2DIMSRC,R2HDG,R2OVRUNNE,R2OVRUNSW,R2NAM,R2SFC,R2dg,R2len,USE,OPR,MILPURPOSECODE,UNITS,NOTES,
Moscow/Ostafyevo,Osafyevo,28 km SW,Moscow,Moskovskaya,RUS,,UUMO,,C,M,,55,30.5,N,37,30.3,E,,564,C,,,,,55.5083,37.505,9,2050,48,C,85,Aug-26,CONC,,,,,,,,,,,MIL,,M,"Navy (An-12, An-26, An-72)","Navy base with An-72, An-26, An-12 and occasional Il-18/Il-22.  Also Gazpromavia's main base with An74's. One preserved Il14.  (Thanks to AviaMK)",
Podol'sk/Dubrovitsy,,,,,RUS,,,,,,,55,25,N,37,29.3,E,C,568,C,,,,,55.4167,37.4883,,1500,100,C,118,Nov-29,DIRT,,,,,,,,,,,CIV,,,,,
Moscow/Domodedovo,Domodedovo,43 km SE,Moscow,Moskovskaya,RUS,,UUDD,,CD,M,,55,24.5,N,37,54.4,E,D,587,D,,,,,55.4083,37.9067,9,3794,70,D,146,14L/32R,CONC,,,,,,,,,,,CIV,,,Civilian,Has handled most of Russia's Far East internal air routes since the 1960s. Now a major International Airport.  (AviaMK)  Parking for 95 jets.,
Volosovo,"Serpukhuv North, Serpukhov",9 km S,Chekhov,Moskovskaya,RUS,,XUMW,,C,a,0,55,4.1,N,37,27.1,E,G,577,C,,,,,55.0683,37.4517,9,600,100,C,67,Jun-24,DIRT,,,,,,,,,,,-,,,Unknown,Old airstrip south of Moscow; probably abandoned but may be of historical interest.  Indicated on JOG 1501 NN 37-1 and visible on satellite imagery.,
Moscow/Chkalovskoye,"Chkalovsky, Star City",31 km NE,Moscow,Moskovskaya,RUS,,UUMU,XUMU,C,M,,55,52.8,N,38,3.8,E,C,505,C,,,,,55.88,38.0633,10,3632,60,C,130,12R/30L,CONC,,,,,,,,,,,MIL,,C,Military,Major transport base AN12/72/Tu154/Il76/IL86VKP. Chkalovsky received USSR's first Il-76K for cosmonaut training 23 July 1977.  May be confused with Kaliningrad/Chklalovsk or Omsk/Chkalovsk.,
Monino,,36 km E,Moscow,Moskovskaya,RUS,,,,,M,,55,50.2,N,38,10.2,E,,499,,,,,,55.8367,38.17,10,1300,40,,162,,CONC,,,,,,,,,,,MIL,,T,Russian Air Force Museum.,"Very old airfield used as a display museum.  Small, narrow runway and of no significant wartime value. Has a Military Technical school with ramp which had an Il76 and two bombers (AviaMK).",
Moscow/Chernoi,,28 km E,Moscow,Moskovskaya,RUS,,,XUMH,C,N,,55,45.6,N,38,3.8,E,C,486,C,,,,,55.76,38.0633,10,925,65,C,183,,DIRT,,,,,,,,,,,MIL,,M,Military,An An-2 and Mil- helicopter reworks just outside Moscow (near Monino) Some DOSAAF aircraft are here for rework.  Obscured on Google Earth by clouds.,
Moscow/Bykovo,,31 km SE,Moscow,Moskovskaya,RUS,,UUBB,,C,M,8,55,37,N,38,4,E,C,427,C,,,,,55.6167,38.0667,10,2210,40,C,109,Oct-28,ASPH,,,,,,,,,,,CIV,,,Civilian,Terminal closed.  Ilyushin Il-76 and Yak-42 maintenance facility with many stored aircraft. (Thanks to AviaMK),
Moscow/Ramenskoye,"Zhukovsky, Ramenskoye, Podmoskovnoye, Podmoskovye",40 km SE,Moscow,Moskovskaya,RUS,,UUBW,XUBW,C,M,,55,33.2,N,38,9.1,E,C,404,C,,,,,55.5533,38.1517,10,5402,120,C,131,Dec-30,CONC,,,,,,,,,,,CIV,,,Civilian,"Services all types of aircraft.  Flight test center for military aircraft.  Named Ramenskoye by U.S.  The location Podmoskovnoye is found for international MiG-25 record-setting flights and translates to ""Moscow area"".",
Kolomna,Korobcheevo,10 km E,Kolomna,,RUS,9,XUMK,,C,N,0,55,5.5,N,38,55.3,E,H,404,C,,,,,55.0917,38.9217,10,1000,50,C,125,,DIRT,,,,,,,,,,,-,,,Civilian,Utility and general aviation grass airstrip servicing An-2 and An-28 aircraft. (Thanks to AviaMK)  Cannot find it on satellite.,
Malino,,21 km N,Stupino,Moskovskaya,RUS,,,XUMM,C,M,4,55,5,N,38,8.7,E,C,604,C,,,,,55.0833,38.145,9,1800,80,C,109,,GRAS,,,,,,,,,,,MIL,,H,Military,Helicopter operations base. (AviaMK),
Egor'evsk/Shuvoye,Egorevsk,,,,RUS,,,,,,,55,27.5,N,39,2.3,E,C,453,,,,,,55.4583,39.0383,,626,60,C,10,,DIRT,,,,,,,,,,,,,,,,
Savastleyka (Murom),"Murom (US), Savostleyka",16 km NE,Vykska,Nizhegorodskaya,RUS,4,,XUDE,C,M,,55,26.5,N,42,18.8,E,C,354,C,,,,,55.4417,42.3133,11,2500,48,C,30,Feb-20,CONC,,,,,,,,,,,MIL,,IT,"54 IAP (38 Su-27, 1994).  148 TsBP i PLS (Su-27, 1991) (Su-27UB, 1991) (MiG-31MLD, 1991) (Su-17, 1991) (Mi-8, 1994) [#1].",The Tu-128 was originally fielded here in 1964.  Small airfield with utilitarian layout and small number of unpaved fighter revetments. [Savasleyka] [Murom] (US),
Kazan/Yudino,,???,???,,RUS,,UWKW,,,x,,55,49,N,48,59,E,,0,,,,,,55.8167,48.9833,12,,,,,,,,,,,,,,,,,,,,,,
Kazan/Borisoglebskoye,"Kazan North (US), Borisoglebskoye",8 km N,Kazan,Tatarstan,RUS,,UWKG,,,M,,55,52,N,49,8,E,,213,,,,,,55.8667,49.1333,12,3200,100,,123,Nov-29,CONC,,,,,,,,,,,CIV,,,Civilian,"Kazan State Aviation Plant.  Tu-144, Tu-22M, and Il-62 production factory.  Large parking spaces on north side of airfield. Handles large airliners.  Very wide runway.  ",
Kazan/Civil,Kazan-2,5 km NE,Kazan,Tatarstan,RUS,9,,,,M,,55,47,N,49,11.9,E,H,394,,,,,,55.7833,49.1983,12,2000,50,H,129,,CONC,,,,,,,,,,,CIV,,,Civilian,Old Kazan airfield; still has a few choppers and An-2s.  Google Earth showed it in the process of being torn up.,
Kazan/Kurkachy,,21 km SE,Kazan,Tatarstan,RUS,,UWKD,,CD,M,,55,36.4,N,49,16.7,E,D,413,D,,,,,55.6067,49.2783,12,3724,44,D,126,11L/29R,CONC,,,,,,,,,,,CIV,,,Civilian,Handles medium-sized airliners.  Terminal area parks 20 aircraft.  The asphalt runway is built upon a dismantled 3500 m.,
Chistopol,,7 km SW,Chistopol,,RUS,,UWKI,,C,M,3,55,18.3,N,50,37,E,,604,,,,,,55.305,50.6167,12,1500,25,,55,,CONC,,,,,,,,,,,CIV,,,Civilian,Very small airport; single tarmac with one building.,
Yelabuga North,,5 km NE,Yelabuga,,RUS,,,,,M,4,55,47.5,N,52,8,E,,518,,,,,,55.7917,52.1333,,1500,30,,76,,ASPH,,,,,,,,,,,CIV,,,Civilian,Minor airfield with utility tarmac and some hangars.  Appears to be an old airfield.,
Begishevo/Nizhnekamsk,Melekes (US),19 km E,Nizhnekamsk,,RUS,,UWKE,,CD,M,7,55,33.9,N,52,5.6,E,D,643,D,,,,,55.565,52.0933,12,2489,42,D,47,Apr-22,ASPH,,,,,,,,,,,CIV,,,Civilian,Services medium-sized airliners up to Tu-154 and Il-76.  Very large tarmac and a number of hangars and buildings.  Rwy 04/22 was closed as of late 2005.,
Zainsk,,3 km SE,Zainsk,,RUS,,,,,N,2,55,17.9,N,52,5.6,E,,449,,,,,,55.2983,52.0933,,700,20,,10,,DIRT,,,,,,,,,,,CIV,,,Civilian,Minor dirt airstrip with a gravel parking area.,
Sarmany,,2 km NW,Sarmany,,RUS,,,,,N,3,55,15.5,N,52,34.4,E,,449,,,,,,55.2583,52.5733,,1350,30,,61,,ASPH,,,,,,,,,,,CIV,,,Civilian,"Small airfield, probably part dirt and part asphalt.",
Menzelinsk,,3 km W,Menzelinsk,,RUS,,,,,N,4,55,43.2,N,53,3.6,E,,299,,,,,,55.72,53.06,,1250,30,,29,,ASPH,,,,,,,,,,,CIV,,,Civilian,Civilian airfield with small tarmac.,
Chelyabinsk/Balandino,,18 km N,Chelyabinsk,,RUS,,USCC,,CD,M,,55,18.4,N,61,30.2,E,D,741,D,,,,,55.3067,61.5033,13,3182,66,D,104,Sep-27,CONC,,,,,,,,,,,CIV,,,Civilian,Services large airliners.  Parks up to 51 aircraft.,
Chelyabinsk/Shagol,Bakal (US),14 km NW,Chelyabinsk,,RUS,,USCG,,,M,,55,15.6,N,61,17.9,E,H,830,,,,,,55.26,61.2983,,2500,42,H,132,Dec-30,CONC,,,,,,,,,,,CIV/MIL,,T,Mixed,Services small airliners.  Military bomber training base had about 35 Tu134UBL's based in 95 (AviaMK).,
Kurgan West,,25 km W,Kurgan,,RUS,,,,,A,0,55,24.5,N,64,56.5,E,G,499,,,,,,55.4083,64.9417,,2500,40,G,46,,CONC,,,,,,,,,,,-,,,Military,Abandoned 1960s-era airfield; geometrics clearly visible but remnants almost completely gone.,
Kurgan,,6 km NE,Kurgan,,RUS,,USUU,,CD,M,,55,28.5,N,65,24.9,E,G,239,,,,,,55.475,65.415,,2061,42,G,30,Feb-20,ASPH,,,,,,,,,,,CIV,,,Civilian,Handles medium-sized airliners.,
Kalachinsk,,3 km SE,Kalachinsk,,RUS,,UNOK,,,a,0,55,1.1,N,74,36.9,E,G,308,O,,,,,55.0183,74.615,,1850,30,O,44,,DIRT,,,,,,,,,,,-,,,Abandoned,Appears to be an abandoned air base.,
Barabinsk,Kuybyshev,3 km NW,Barabinsk,,RUS,,,,,M,3,55,21.6,N,78,17.9,E,G,381,,,,,,55.36,78.2983,,1025,20,G,44,,CONC,,,,,,,,,,,CIV,,,Civilian,Small civilian airstrip with tarmac.  NDB beacon at airfield.,
Novosibirsk/Severny,Novosibirsk North (US),8 km N,Novosibirsk,Zapadno-Sibirskoye,RUS,,UNCC,,,M,,55,5.5,N,82,54.3,E,G,558,,,,,,55.0917,82.905,,1654,35,G,26,Feb-20,ASPH,,,,,,,,,,,CIV,,,Civilian,Utilitarian airfield An2/24/26/30 let410 base.  Large helicopter reworks plant. (AviaMK),
Novosibirsk/Tolmachevo,,17 km W,Novosibirsk,Zapadno-Sibirskoye,RUS,,UNNT,,CD,M,,55,0.8,N,82,39,E,CD,364,CD,,,,,55.0133,82.65,9,3600,61,D,81,Jul-25,ASPH,,,,,,,,,,,CIV/MIL,,I,Civilian.  813 IAP (Su-15TM).  137 OSAZ (An-26)[#7].,"Large International airport.  Large civil ramp with 54 parking spaces.  Two runways, a close asphalt one and a remote concrete one, each 3650 m.  Military area in SE corner with An12/26 and Tu134UBL.  (AviaMK) ",
Novosibirsk/Elitsovka,"Novosibirsk Northeast (US), Eitsovka",8 km NE,Novosibirsk,Zapadno-Sibirskoye,RUS,,UNNE,,,M,,55,5.5,N,83,0.2,E,H,617,,,,,,55.0917,83.0033,,3350,78,H,17,Jan-19,CONC,,,,,,,,,,,CIV,,,Civilian,"Large airfield on northeast side of Novosibirsk with tarmac space.  Handles Il-76 traffic, and Antonov factory and goverment experimental facilities are present (AviaMK). Directory lists length as 2864 m.",
Kemerovo,Kemerovo Southeast (US),10 km SE,Kemerovo,,RUS,,UNEE,,C,M,7,55,16.3,N,86,6.6,E,C,873,C,,,,,55.2717,86.11,7,3200,60,D?,54,May-23,CONC,,,,,,,,,,,CIV,,,Civilian,"Civilian airfield serving medium-sized airliners, but large enough to be used for military purposes.  The 3200 m runway was built in 2000-2001.  Older 2750 m runway (05L/23R) is now a parallel taxiway.",
Kemerovo,,10 km SE,Kemerovo,,RUS,,UNEE,,D,M,,55,16.2,N,86,6.4,E,D,863,D,,,,,55.27,86.1067,,3200,45,D,55,May-23,ASPH,,,,,,,,,,,CIV,,,Civilian,"Civilian airfield serving medium-sized airliners, but large enough to be used for military purposes.  Older 2750 m runway is now a parallel taxiway. [Kemerovo Southeast] (US)",
Sharypovo,,9 km S,Sharypovo,Krasnoyarskiy,RUS,,UNKO,,,M,,55,27.3,N,89,10.4,E,H,1099,,,,,,55.455,89.1733,,1650,36,H,31,Feb-20,CONC,,,,,,,,,,,CIV,,,Civilian,Services small transport planes.,
Nizhneangarsk,,4 km NE,Nizhneangarsk,Buryatiya,RUS,,UIUN,,,M,4,55,48.1,N,109,35.7,E,G,1545,,,,,,55.8017,109.595,,1653,32,G,37,Apr-22,CONC,,,,,,,,,,,CIV,,,Civilian,Airfield at northern tip of Lake Baikal handles small transport aircraft.  Well-maintained runway.,
Verkhnaya Zaimka,,34 km E,Nizhneangarsk,,RUS,,,,,A,0,55,49.5,N,110,5.9,E,G,1539,,,,,,55.825,110.0983,,1500,30,G,39,,????,,,,,,,,,,,-,,,Abandoned,Abandoned airfield in forested area; a perimeter circles the airfield suggesting it may have had minor use in the 1940s and 1950s.,
Tynda/Sigikta,Tynda,16 km N,Tynda,,RUS,,UHBW,,,M,4,55,17.1,N,124,46.8,E,G,2001,T84,,,,,55.285,124.78,,2000,35,H,49,Jun-24,CONC,,,,,,,,,,,CIV,,,Civilian,"Airfield with several large buildings, probably capable of handling jet traffic.  Some revetments indicate that the base probably had a combat role in the 1950s or 1960s.",
Icha,Ichinskiy (US),17 km W,Icha,,RUS,,UH(ya)I,,,N,2,55,35.7,N,155,37.1,E,G,49,T,,,,,55.595,155.6183,-8,1400,45,G,1,Jan-19,DIRT,,,,,,,,,,,CIV,,,Civilian,"Rudimentary airfield with wide runway, servicing west central Kamchatka Peninsula.",
Esso,,2 km NE,Esso,Kamchatskaya,RUS,,,,,N,2,55,56.5,N,158,42.9,E,G,1532,Z,,,,,55.9417,158.715,-7,400,45,G,28,Mar-21,CONC,,,,,,,,,,,CIV,,,Civilian,Very short civilian airstrip.,
Nikolskoye,,4 km SE,Nikolskoye,Ostrov Beringa,RUS,,UHPX,,,M,3,55,10.7,N,166,2.9,E,G,49,T,,,,,55.1783,166.0483,-3,800,20,G,31,Mar-21,CONC,,,,,,,,,,,CIV,,,Civilian,Only airfield on Komandorskiye Ostrova (islands).  Satellite image quality is poor; confidence in geometrics is marginal.,
Donskoe,"Bryusterort (US), Donskoy, Donskoye",1 km E,Donskoye,Kaliningradskaya,RUS,,,,,M,,54,56.1,N,19,58.9,E,H,164,,,,,,54.935,19.9817,,2000,40,G,22,,CONC,,,,,,,,,,,MIL,,H,"396 OKPLVP (22 Ka-27, 1992)[#3].  745 OPLVP (15 Mi-14, 1992)[#3], (5 Ka-25, 1992)[#3].","Very old airfield (c. 1950s), nearly Russia's most extreme western point, with about 25 pads; appears to be in a severe state of decay.  The original 2000 m runway has been destroyed and shortened to 500 m to serve as a helicopter airstrip.",
Baltiysk,Noytif,5 km SW,Baltiysk,Kaliningradskaya,RUS,,,,,M,,54,36.6,N,19,52.1,E,G,10,,,,,,54.61,19.8683,,2000,60,H,57,,CONC,,,,,,,,,,,-,,,Abandoned,"Russia's westernmost airfield, this airstrip is long abandoned and in severe decay.  It appears to house a small number of interceptor pads.",
Kaliningrad/Khrabrovo,Hrabrovo,21 km N,Kaliningrad,Kaliningradskaya,RUS,,UMKK,,CD,M,,54,53.4,N,20,35.6,E,CD,43,CD,,,,,54.89,20.5933,4,2500,60,CD,66,Jun-24,CONC,,,,,,,,,,,MIL,,C,Mixed.  263 Transportation Air Regiment.,"Handles medium-sized airliners; 9 parking spaces near terminal on south side.  Old airfield in extreme west Russia, probably for bomber aircraft, 30 large revetments along angular taxiway.",
Marienkhof,,10 km S,Pionerskiy,Kaliningradskaya,RUS,,,,,M,,54,51.9,N,20,11.1,E,H,190,,,,,,54.865,20.185,,2000,60,H,36,Apr-22,CONC,,,,,,,,,,,-,,,Unknown,"Appears to be a very old airfield (1950s-1960s) with spartan layout, unimproved pads, if any, and alert strip feeding directly onto runway threshold.  Now used by local residents for auto racing.",
Kaliningrad/Chkalovsk,"Tchalov, Proveren (US)",9 km NW,Kaliningrad,Kaliningradskaya,RUS,,,,,M,,54,46,N,20,23.8,E,H,164,,,,,,54.7667,20.3967,,3000,60,H,93,Sep-27,CONC,,,,,,,,,,,MIL,,RA,"846 OMSHAP (44 Su-17, 1992)[#3].  15 ODRAP (12 Su-24, 1992)[#3].","Kaliningrad's largest airfield, a significant military base with four separate complexes for bomber and fighter parking.  The Su-24 regiment is still stationed at the airfield.  Chkalovsk may be confused with ""Chkalovsk"" in Moscow and Omsk.",
Kaliningrad/Devau,,5 km NE,Kaliningrad,Kaliningradskaya,RUS,,,,,M,2,54,43.5,N,20,34.4,E,H,69,,,,,,54.725,20.5733,,1400,10,H,13,,CONC,,,,,,,,,,,CIV,,,Civilian,Small unimproved civilian airstrip used mainly for ultralight flying and paragliding.,
Nivenskoye,"Yezau (US), Severny",17 km S,Kaliningrad,Kaliningradskaya,RUS,,,,,M,,54,33.7,N,20,36.2,E,H,66,,,,,,54.5617,20.6033,,2600,50,H,76,Jul-25,CONC,,,,,,,,,,,MIL,,IH,"689 GV IAP (36 Su-27P, 1991)[#1].  288 OVP (Mi-24K/R, Mi-8).",This airfield is currently believed to be nonoperational; photographs on the Internet show open access and overgrown taxiways.  The airfield has a large mile-wide taxiway ring on west side feeding revetments.  Remote bomber or alert revetments for about 5 aircraft.  In state of decay.,
Chernyakhovsk,Chernyahovsk,4 km SW,Chernyakhovsk,Kaliningradskaya,RUS,,,,,M,,54,36.1,N,21,46.9,E,H,131,,,,,,54.6017,21.7817,,2500,80,H,59,Jun-24,CONC,,,,,,,,,,,MIL,,AR,,"Nuclear bomber base.  Medium sized interceptor airfield in Baltic region.  Its 4 Gv BAP and 63 BAP flew the Yak-28 starting in the 1960s.  At some point Tu-16 were based here.  It is home to 4 Gv MSHAP flying 29 Su-24 aircraft.  The 132 MShAD was based here, as was the 15 ODRAP.",
Neyzidel,,6 km NW,Uzlovoye,Kaliningradskaya,RUS,,,,,N,1,54,53.4,N,22,12.5,E,G,66,G,,,,,54.89,22.2083,,750,25,,75,,DIRT,,,,,,,,,,,CIV,,,Civilian,Location doubtful.  Listed on GNC-3 1974 edition.,
S Darius,"S Dariaus, S Gireno",3 km SW,Kaunas,,LIT,,EYKS,,D,M,,54,52.8,N,23,52.9,E,D,246,D,,,,,54.88,23.8817,5,1130,50,D,94,09R/27L,ASPH,,,,,,,,,,,CIV,,,Civilian,,
Kazly Ruda,,5 km NE,Kazly Ruda,,LIT,,,,,M,4,54,48.3,N,23,31.9,E,G,243,,,,,,54.805,23.5317,,2225,30,G,122,,CONC,,,,,,,,,,,MIL,,Z,Military,Probability a military forward deployment base.  Photographs show that this airfield is in decay and is nonoperational.,
Kaunas,Karmelava,14 km NE,Kaunas,,LIT,,EYKA,,CD,M,,54,57.8,N,24,5.1,E,CD,256,CD,,,,,54.9633,24.085,5,3150,45,D,85,Aug-26,ASPH,,,,,,,,,,,CIV,,,Civilian,Runway length given as 3150 m on new DAFIF; was 2570x45 according to 1998-2000 Jeppesen and CAICA.  Terminal area parks 9 jets.,
Vilnius,,7 km S,Vilnius,,LIT,,EYVI,,CD,M,,54,38.1,N,25,17.2,E,CD,646,CD,,,,,54.635,25.2867,5,2500,50,CD,22,Feb-20,ASPH,,,,,,,,,,,CIV,,,Civilian,Civilian terminal and hangars parks 34 medium/large aircraft.  Lithuanian military Mil-8 base (AviaMK).,
Oshmyan,,36 km SW,Vilnius,,LIT,,,,,M,3,54,23.3,N,25,5.7,E,,479,,,,,,54.3883,25.095,5,1625,50,,103,,CONC,,,,,,,,,,,CIV,,,Civilian,"Appears to be an industrial airstrip; located in a large, newly cleared region.  Only 16 km from Belarus border.",
Smorgon,Smorgon Northwest (US),8 km NW,Smorgon,Belarus,BLR,,,,,A,,54,31.5,N,26,18.4,E,G,558,,,,,,54.525,26.3067,,2000,30,G,165,,CONC,,,,,,,,,,,-,,,Abandoned,Small 1950s-1960s era airfield with unpaved revetment complex hidden in forest to northwest.,
Molodechno,Maladzyechna,8 km S,Maladzyechna,Belarus,BLR,,,,,A,0,54,15,N,26,52.3,E,G,682,,,,,,54.25,26.8717,,2400,30,G,33,,????,,,,,,,,,,,-,,,Abandoned,1960s-era fighter or interceptor base.  Plowed under for farmland.  Geometrics plainly visible.,
Bobr East,,20 km W,Talacyn,Belarus,BLR,,,,,A,,54,22.4,N,29,22.6,E,G,646,,,,,,54.3733,29.3767,,3200,30,G,70,,DIRT,,,,,,,,,,,-,,,Abandoned,Appears to have been a forward deployment field.  Now plowed under into farmland.  A new major highway connecting Minsk to Moscow is just 1 km north of the former site.,
Balbasovo,"Balbasava (US), Orsha Southwest (US), Bolbasovo, Orsha",11 km SW,Orsha,Belarus,BLR,,,,,M,,54,26.3,N,30,17.7,E,G,620,,,,,,54.4383,30.295,,3000,60,G,61,,CONC,,,,,,,,,,,MIL,,B,"402 TBAP (Tu-22M3, 1991)[#2].","Bomber base with long runway, large tarmac area, and 30 large revetments. Remote revetment area contains 5 bomber pads and probably 5 fighter pads.  The base was home to a bomber regiment since 1944.  It became the first nuclear bomber base around 1952 receiving the first Tu-16s.  402 TBAP is subordinate to 326 TBAD (Solcy).",
Smolensk/Military,Smolensk (US),4 km N,Smolensk,Smolenskaya,RUS,9,,,,M,,54,49.5,N,32,1.5,E,H,820,,,,,,54.825,32.025,,2500,50,H,87,H,CONC,,,,,,,,,,,MIL,,IC,"401 IAP (MiG-23P).  871 IAP (MiG-23, Su-27,1994) (MiG-29, 2003).  103 GV VTAP (Il-76, An-22)[#4][#7].",Small mixed-use airfield.  Has 12 based Il-76 aircraft.  Remote revetment area with 8 pads.  Very active IL76 base with a Yakolev factory at the southeast corner.  (AviaMK),
Smolensk/Civil,Smolensk South (US),4 km S,Smolensk,Smolenskaya,RUS,,,,,M,4,54,44.7,N,32,3.9,E,G,725,,,,,,54.745,32.065,,1600,40,G,85,,CONC,,,,,,,,,,,CIV,,,Civilian,Civilian airfield; small tarmac.  Many stored An-2s and a disused DOSAAF area.  (AviaMK),
Shatalovo,"Pochinok (US), Satalovo, Shatoalovo",8 km S,Pochinok,Smolenskaya,RUS,4,,,,M,,54,20.4,N,32,28.3,E,G,630,,,,,,54.34,32.4717,,2500,45,G,109,G,CONC,,,,,,,,,,,MIL,,RI,,"Large hardened air base with pads for 19 bombers and 15 fighters in addition to a small amount of tarmac space.  Its units are 164 ORAP which flew the MiG-25 and Su-24 in the early 1990s, HQ VVS, 1046 Ts Pls flying 17 MiG-25, 14 Su-17C, and 13 Su-24 in the early 1990s [#4]; 47 Gv ORAP flying Su-24MR[#4] and MiG-25RB[#7]; and 98 Gv ORAP flying Yak-28R aircraft starting in the mid-1970s[#34].  Nuclear bomber base accoridng to NRDC.",
Kirov/Shaykovka,"Anisovo Gorod, Anisovo Gorodishche (US), Shaykovo, Shaykovka, Gorodische, Chaikovka",17 km N,Kirov,Kaluga,RUS,,,,,M,,54,13.6,N,34,22.3,E,,666,,,,,,54.2267,34.3717,,2500,,,164,,CONC,,,,,,,,,,,MIL,,IT,"73 IAP (MiG-29,-1994-2003-).  52 GV ITBAP (19 Tu-22M3 starting 1982,1991)[#2], (Tu-16, 1991)[#2].  In 1989 became ITBAP.  ","Large airfield with hangars and extensive alert area for fighters.  Appears overrun was being built to extend runway to 3000 m.  In 2000, Tu-160, Tu-95MS, and Tu-22M3 operated out of this base during training exercise.  Nuclear bomber base as per NRDC.",
Kaluga/Med'ny,Medny,,,,RUS,,,,,,,54,56.8,N,35,51.9,E,C,686,C,,,,,54.9467,35.865,,800,50,C,137,13/31,DIRT,,,,,,,,,,,CIV,,,,,
Kaluga/Grabtsevo,Grabtsevo,6 km NE,Kaluga,Kaluzhskaya,RUS,,UUBC,,C,M,,54,33.2,N,36,22.2,E,C,659,C,,,,,54.5533,36.37,,2200,45,C,145,14/32,CONC,,,,,,,,,,,CIV,,,Civilian,Accommodates small airliners.  Restricted area UU-R56 is located just southwest of airfield over part of Kaluga town.,
Kaluga/Oreshkovo,Vorotynsk,2 km SE,Vorotynsk,,RUS,,XUBG,,C,M,,54,28.1,N,36,4.4,E,C,545,C,,,,,54.4683,36.0733,,2000,80,H,79,Jul-25,DIRT,600,50,C,79,,,,CONC,,,MIL,,,,Military base with Mil-8 helicopters.  Still operational.,
Rydoma,R'doma,2 km N,Aleshnya,,RUS,,,,,N,,54,15.8,N,37,15.1,E,C,673,C,,,,,54.2633,37.2517,,1200,100,C,120,,DIRT,,,,,,,,,,,,,,,,
Pakhomovo,,,,,RUS,,,XUBP,C,N,,54,38,N,37,35,E,C,781,C,,,,,54.6333,37.5833,,1000,1100,C,68,Jun-24,DIRT,,,,,,,,,,,CIV,,,,,
Tula/Klokovo,Tula North (US),4 km N,Tula,,RUS,,UUBT,,C,M,,54,14.2,N,37,36.4,E,,696,C,,,,,54.2367,37.6067,,1800,60,C,91,Aug-26,CONC,,,,,,,,,,,MIL,,C,"374 OVTAP (Il-76, An-22)[#4]",Disused civil terminal military helicopter base. (AviaMK),
Tula/Myasnovo,,,Tula,,RUS,,XUBM,,C,N,,54,12.8,N,37,33.2,E,C,505,C,,,,,54.2133,37.5533,,800,100,C,69,Jun-24,DIRT,,,,,,,,,,,,,,,,
Serpukhov/Drakino,,,,,RUS,,,,,N,,54,52.3,N,37,15.9,E,C,410,C,,,,,54.8717,37.265,,1200,400,C,38,Mar-21,DIRT,,,,,,,,,,,,,,,,
Stupino,,5 km E,Stupino,,RUS,,,XUMI,C,M,,54,53.4,N,38,9,E,C,594,C,,,,,54.89,38.15,,2145,40,C,68,Jun-24,CONC,,,,,,,,,,,MIL,,M,Probably military,Was a military transport base until the mid-1990s.  Now a general aviation field.  (AviaMK),
Lukhovitsy/Tretyakovo,"Korobcheevo, Korobchevo",25 km SE,Kolomna,Moskovskaya,RUS,,UUMT,XUMT,C,M,,54,54.3,N,39,1.6,E,C,515,C,,,,,54.905,39.0267,,3024,84,C,110,Oct-28,CONC,,,,,,,,,,,CIV,,,Civilian,Located 56 km NW of Ryazan.,
Ryazan/Dyagilevo,"Dyagilevo, Turlatovo?",11 km W,Ryazan,Ryazansk,RUS,,UUBD,XUBD,C,M,,54,38.5,N,39,34.3,E,C,440,C,,,,,54.6417,39.5717,,3000,70,C,73,Jun-24,CONC,,,,,,,,,,,MIL,,T,"49 ITBAP (Tu-22M, 1991)[#2], (Tu-95MS, 1991)[#2], (Tu-95U, 1991)[#2], (L-39C, 1991)[#2], (L-29, 1991)[#2].  4 Tu-95G as of 1998 (down from 11 earlier).  43 TSBAP (6 Tu-95MS) (8 Tu-22M) (Tu-134UBL) (An-26) (L-29)[#7].  203 OAPSZ (Il-78)[#7].","Training center for nuclear bombers.  Large bomber base with room for 25 aircraft and tarmac space. A number of Tu-16, Tu-22, and M-4 are mothballed.  49 TBAP moved here 1985.",
Ryazan/Turlatovo,,10 km SE,Ryazan,Ryazansk,RUS,,UUBR,,C,M,,54,33.3,N,39,51.2,E,C,531,C,,,,,54.555,39.8533,,1200,28,C,50,,CONC,,,,,,,,,,,CIV,,,Civilian,Small civilian airstrip.,
Ryazan/Protasovo,"Aleksandrovo, Alexandrovo, Protasovo",19 km SE,Ryazan,Ryazansk,RUS,,,XUWP,C,M,6,54,29.8,N,39,56.3,E,C,486,C,,,,,54.4967,39.9383,,2000,42,C,73,Jun-24,CONC,,,,,,,,,,,MIL,,H,Military,MiL-8 and Mil-24 base of Russian Air Force. (AviaMK),
